Row ID,OrderID,OrderDate,ShipDate,OrderPriority,ShipMode,CustomerName,Segment,City,State,Region,Product ID,Category,Sub-Category,ProductName,ProductContainer,Sales,Quantity,Discount,Profit,ShippingCost
1041,IN-2013-19337,12-06-2022,16-06-2022,Critical,Regular Air,Ben Wallace,Small Business,Bokaro,Jharkhand,East,OFF-PA-10003303,Office Supplies,Paper,"Xerox Computer Printout Paper, Multicolor",Wrap Bag,55.5,2,0,25.5,3.7
1042,IN-2013-13583,09-05-2022,16-05-2022,High,Regular Air,Bart Folk,Small Business,Jamnagar,Gujarat,West,OFF-PA-10004380,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor",Wrap Bag,36.78,2,0,4.38,3.33
1043,IN-2014-67959,16-05-2023,22-05-2023,Medium,Regular Air,Sarah Jordon,Small Business,Agartala,Tripura,East,OFF-PA-10003744,Office Supplies,Paper,"Green Bar Parchment Paper, Multicolor",Wrap Bag,36.18,2,0,11.52,3.25
1044,IN-2011-70402,28-07-2020,02-08-2020,Not Specified,Regular Air,Bradley Drucker,Small Business,Pune,Maharashtra,West,OFF-PA-10003416,Office Supplies,Paper,"Green Bar Parchment Paper, Recycled",Wrap Bag,33.18,2,0,3.3,3.17
1045,IN-2013-52230,09-08-2022,15-08-2022,Medium,Regular Air,Shahid Collister,Small Business,Chennai,Tamil Nadu,South,OFF-PA-10003020,Office Supplies,Paper,"Xerox Message Books, Premium",Wrap Bag,40.74,2,0,5.7,2.79
1046,IN-2011-33904,13-10-2020,19-10-2020,High,Regular Air,Ralph Ritter,Small Business,Kanpur,Uttar Pradesh,North,OFF-AP-10002793,Office Supplies,Appliances,"KitchenAid Stove, Black",Large Box,1139.16,2,0,284.76,110.3
1047,IN-2012-54134,26-11-2021,03-12-2021,High,Regular Air,Larry Blacks,Small Business,Ujjain,Madhya Pradesh,Central,OFF-AP-10004972,Office Supplies,Appliances,"Breville Coffee Grinder, Red",Large Box,123.72,2,0,39.54,9.51
1048,IN-2014-46777,25-01-2023,29-01-2023,High,Express Air,Katherine Ducich,Small Business,Surat,Gujarat,West,OFF-BI-10001400,Office Supplies,Binders,"Cardinal 3-Hole Punch, Economy",Small Box,28.8,1,0,4.32,2.95
1049,IN-2014-46777,25-01-2023,29-01-2023,High,Regular Air,Katherine Ducich,Small Business,Surat,Gujarat,West,OFF-AR-10003774,Office Supplies,Art,"Stanley Sketch Pad, Fluorescent",Small Box,45.69,1,0,18.72,3.41
1050,IN-2014-46203,05-08-2023,12-08-2023,Not Specified,Regular Air,Gary Zandusky,Small Business,Ujjain,Madhya Pradesh,Central,OFF-AR-10001329,Office Supplies,Art,"BIC Pens, Fluorescent",Small Box,15.54,1,0,4.5,1.56
1051,IN-2013-65075,23-03-2022,27-03-2022,Critical,Regular Air,Gary Zandusky,Small Business,Ludhiana,Punjab,North,OFF-ST-10000752,Office Supplies,Storage,"Fellowes File Cart, Wire Frame",Small Box,136.38,1,0,55.89,7.8
1052,IN-2011-48009,17-12-2020,21-12-2020,Low,Regular Air,Brian Derr,Small Business,Jaipur,Rajasthan,North,OFF-ST-10003203,Office Supplies,Storage,"Eldon Lockers, Wire Frame",Small Box,196.98,1,0,84.69,6.76
1053,IN-2011-16831,06-12-2020,11-12-2020,Critical,Regular Air,Vivian Mathis,Small Business,Kota,Rajasthan,West,OFF-ST-10003274,Office Supplies,Storage,"Eldon Box, Wire Frame",Small Box,9.33,1,0,2.04,0.49
1054,IN-2011-19953,29-07-2020,03-08-2020,Not Specified,Regular Air,Steven Cartwright,Small Business,Hyderabad,Telangana,South,OFF-EN-10002556,Office Supplies,Envelopes,"Ames Business Envelopes, Recycled",Medium Box,17.04,1,0,7.32,2.04
1055,IN-2014-16082,06-10-2023,10-10-2023,Not Specified,Regular Air,Sean Christensen,Small Business,Dhule,Maharashtra,West,OFF-EN-10001946,Office Supplies,Envelopes,"Kraft Mailers, Security-Tint",Medium Box,40.05,1,0,18.81,1.12
1056,IN-2013-11448,06-02-2022,11-02-2022,High,Regular Air,Toby Carlisle,Small Business,Hubli,Karnataka,South,OFF-EN-10000114,Office Supplies,Envelopes,"Kraft Clasp Envelope, Security-Tint",Medium Box,11.4,1,0,0.21,0.28
1057,IN-2014-46777,25-01-2023,29-01-2023,High,Regular Air,Katherine Ducich,Small Business,Surat,Gujarat,West,OFF-LA-10000624,Office Supplies,Labels,"Hon File Folder Labels, 5000 Label Set",Medium Box,9.03,1,0,3.33,0.79
1058,IN-2011-24769,05-09-2020,11-09-2020,Low,Regular Air,Jessica Myrick,Small Business,Solapur,Maharashtra,West,OFF-LA-10000322,Office Supplies,Labels,"Smead Round Labels, Laser Printer Compatible",Medium Box,6.9,1,0,1.02,0.5
1059,IN-2014-13597,03-11-2023,07-11-2023,Low,Regular Air,Amy Cox,Consumer,Chennai,Tamil Nadu,South,OFF-LA-10002088,Office Supplies,Labels,"Novimex Round Labels, Laser Printer Compatible",Medium Box,6.27,1,0,2.94,0.11
1060,IN-2013-22648,14-05-2022,20-05-2022,High,Regular Air,Sandra Flanagan,Small Business,Ratlam,Madhya Pradesh,Central,OFF-FA-10003962,Office Supplies,Fasteners,"Accos Thumb Tacks, Assorted Sizes",Jumbo Drum,11.13,1,0,0.75,1.14
1061,IN-2012-32882,17-08-2021,22-08-2021,Medium,Regular Air,Toby Ritter,Small Business,Kanpur,Uttar Pradesh,North,OFF-FA-10002015,Office Supplies,Fasteners,"Stockwell Push Pins, 12 Pack",Jumbo Drum,13.8,1,0,1.77,0.85
1062,IN-2011-29998,30-12-2020,03-01-2021,Low,Regular Air,Guy Thornton,Small Business,Bilaspur,Chhattisgarh,Central,OFF-FA-10004910,Office Supplies,Fasteners,"Advantus Staples, Assorted Sizes",Jumbo Drum,8.31,1,0,0.57,0.25
1063,IN-2014-48163,05-11-2023,11-11-2023,Low,Express Air,Kelly Andreada,Small Business,Rajkot,Gujarat,West,OFF-PA-10000776,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",Wrap Bag,44.97,1,0,21.12,2.01
1064,IN-2013-19337,12-06-2022,16-06-2022,Critical,Express Air,Ben Wallace,Small Business,Bokaro,Jharkhand,East,OFF-PA-10000215,Office Supplies,Paper,"Eaton Parchment Paper, Premium",Wrap Bag,13.47,1,0,0.93,0.86
1065,IN-2014-55912,09-08-2023,13-08-2023,Low,Regular Air,Ralph Ritter,Small Business,Raipur,Chhattisgarh,Central,OFF-AP-10000004,Office Supplies,Appliances,"Cuisinart Stove, Silver",Large Box,539.04,1,0,183.27,22.77
1066,ID-2011-29389,27-09-2020,01-10-2020,Low,Regular Air,Arthur Gainer,Small Business,Mumbai,Maharashtra,West,OFF-PA-10000944,Office Supplies,Paper,"Enermax Computer Printout Paper, 8.5 x 11",Wrap Bag,16.31,1,0,8.81,1.34
1067,ID-2012-59041,04-10-2021,09-10-2021,Low,Express Air,Christopher Conant,Small Business,Mumbai,Maharashtra,West,OFF-ST-10003528,Office Supplies,Storage,"Fellowes Folders, Wire Frame",Small Box,12.74,1,0,11.75,0.85
1068,IN-2014-46777,25-01-2023,29-01-2023,Not Specified,Regular Air,Katherine Ducich,Small Business,Surat,Gujarat,West,OFF-BI-10002243,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable",Small Box,88.47,3,0,37.98,5.05
1069,IN-2011-29998,30-12-2020,03-01-2021,Not Specified,Express Air,Guy Thornton,Small Business,Bilaspur,Chhattisgarh,Central,OFF-BI-10001967,Office Supplies,Binders,"Acco Binder, Recycled",Small Box,46.53,3,0,1.8,3.9
1070,IN-2014-55191,23-12-2023,29-12-2023,Not Specified,Delivery Truck,Alex Avila,Small Business,Chennai,Tamil Nadu,South,OFF-BI-10004700,Office Supplies,Binders,"Cardinal Binder, Durable",Small Box,45.99,3,0,13.32,2.57
1071,IN-2014-78116,12-06-2023,18-06-2023,Not Specified,Regular Air,Daniel Lacy,Small Business,Kota,Rajasthan,West,OFF-BI-10004700,Office Supplies,Binders,"Cardinal Binder, Durable",Small Box,45.99,3,0,13.32,2.56
1072,IN-2011-48009,17-12-2020,21-12-2020,Low,Regular Air,Brian Derr,Small Business,Jaipur,Rajasthan,North,OFF-BI-10003367,Office Supplies,Binders,"Wilson Jones Binder, Recycled",Small Box,40.14,3,0,17.64,1.82
1073,IN-2013-12407,18-03-2022,22-03-2022,Medium,Regular Air,Maurice Satty,Small Business,Meerut,Uttar Pradesh,North,OFF-BI-10004140,Office Supplies,Binders,"Cardinal Index Tab, Clear",Small Box,20.16,3,0,9,1.81
1074,IN-2013-52972,31-12-2022,04-01-2023,Medium,Regular Air,Brian DeCherney,Small Business,Malegaon,Maharashtra,West,OFF-BI-10001967,Office Supplies,Binders,"Acco Binder, Recycled",Small Box,46.53,3,0,1.8,1.55
1075,IN-2011-36879,02-09-2020,07-09-2020,High,Delivery Truck,Richard Bierner,Small Business,Mangalore,Karnataka,South,OFF-BI-10003166,Office Supplies,Binders,"Cardinal Hole Reinforcements, Durable",Small Box,20.52,3,0,6.75,1.36
1076,IN-2011-39392,30-03-2020,06-04-2020,Critical,Express Air,Guy Thornton,Small Business,Ajmer,Rajasthan,North,OFF-BI-10004369,Office Supplies,Binders,"Ibico Hole Reinforcements, Recycled",Small Box,22.05,3,0,7.92,1.19
1077,IN-2012-70731,19-06-2021,25-06-2021,Critical,Regular Air,Julia West,Small Business,Fatehpur,Rajasthan,North,OFF-BI-10004224,Office Supplies,Binders,"Avery Index Tab, Durable",Small Box,20.07,3,0,3.78,1.09
1078,IN-2014-45734,28-11-2023,02-12-2023,Low,Regular Air,Mike Kennedy,Small Business,Saharanpur,Uttar Pradesh,North,OFF-BI-10003018,Office Supplies,Binders,"Avery Binder, Clear",Small Box,37.08,3,0,17.73,1.01
1079,IN-2012-39763,10-12-2021,16-12-2021,High,Express Air,Magdelene Morse,Small Business,Sangli,Maharashtra,West,OFF-BI-10002684,Office Supplies,Binders,"Avery Hole Reinforcements, Clear",Small Box,11.61,3,0,5.49,0.86
1080,IN-2013-46091,01-07-2022,06-07-2022,High,Express Air,Katherine Hughes,Small Business,Chennai,Tamil Nadu,South,OFF-BI-10000168,Office Supplies,Binders,"Cardinal Hole Reinforcements, Recycled",Small Box,17.1,3,0,4.23,0.67
1081,IN-2013-63633,30-08-2022,05-09-2022,High,Express Air,David Flashing,Small Business,Lucknow,Uttar Pradesh,North,OFF-AR-10000681,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color",Small Box,148.5,3,0,20.79,6.83
1082,IN-2014-17244,22-01-2023,26-01-2023,High,Regular Air,Tony Molinari,Small Business,Durgapur,West Bengal,East,OFF-AR-10004009,Office Supplies,Art,"Boston Highlighters, Easy-Erase",Small Box,57.42,3,0,11.43,3.84
1083,IN-2011-78823,15-09-2020,20-09-2020,High,Regular Air,Max Engle,Small Business,Raipur,Chhattisgarh,Central,OFF-ST-10000220,Office Supplies,Storage,"Rogers Shelving, Industrial",Small Box,187.83,3,0,33.75,12.98
1084,IN-2012-17727,16-04-2021,22-04-2021,Medium,Regular Air,Gary Hwang,Consumer,Bangalore,Karnataka,South,OFF-ST-10004464,Office Supplies,Storage,"Eldon Trays, Blue",Small Box,143.91,3,0,63.27,11.96
1085,IN-2012-55618,12-12-2021,18-12-2021,Not Specified,Express Air,Maureen Gnade,Consumer,Belgaum,Karnataka,South,OFF-ST-10000007,Office Supplies,Storage,"Fellowes File Cart, Single Width",Small Box,412.02,3,0,206.01,11.19
1086,IN-2012-54134,26-11-2021,03-12-2021,Not Specified,Delivery Truck,Larry Blacks,Consumer,Ujjain,Madhya Pradesh,Central,OFF-ST-10001753,Office Supplies,Storage,"Eldon Shelving, Industrial",Small Box,146.7,3,0,21.96,8.42
1087,IN-2014-16082,06-10-2023,10-10-2023,Not Specified,Express Air,Sean Christensen,Consumer,Dhule,Maharashtra,West,OFF-ST-10001824,Office Supplies,Storage,"Rogers Box, Single Width",Small Box,72,3,0,4.32,6.26
1088,IN-2014-69205,13-08-2023,19-08-2023,Not Specified,Regular Air,Lena Creighton,Consumer,Guwahati,Assam,East,OFF-EN-10003498,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Recycled",Medium Box,138.69,3,0,51.3,10.55
1089,IN-2011-36879,02-09-2020,07-09-2020,Medium,Regular Air,Richard Bierner,Consumer,Mangalore,Karnataka,South,OFF-EN-10001109,Office Supplies,Envelopes,"Ames Interoffice Envelope, Recycled",Medium Box,131.76,3,0,0,8.72
1090,IN-2014-24622,22-10-2023,28-10-2023,High,Delivery Truck,Michael Moore,Consumer,Bijapur,Karnataka,South,OFF-EN-10002784,Office Supplies,Envelopes,"Cameo Manila Envelope, Recycled",Medium Box,77.4,3,0,34.83,6.68
1091,IN-2014-61414,16-01-2023,23-01-2023,High,Regular Air,Jennifer Jackson,Consumer,Kolhapur,Maharashtra,West,OFF-EN-10004473,Office Supplies,Envelopes,"Ames Interoffice Envelope, with clear poly window",Medium Box,145.98,3,0,7.29,5.97
1092,IN-2013-58747,07-02-2022,11-02-2022,High,Express Air,Lena Radford,Consumer,Gorakhpur,Uttar Pradesh,North,OFF-EN-10001789,Office Supplies,Envelopes,"Kraft Peel and Seal, Set of 50",Medium Box,61.47,3,0,4.86,5.23
1093,IN-2014-17244,22-01-2023,26-01-2023,Low,Regular Air,Tony Molinari,Consumer,Durgapur,West Bengal,East,OFF-EN-10002119,Office Supplies,Envelopes,"Ames Manila Envelope, Security-Tint",Medium Box,81.27,3,0,36.54,4.19
1094,IN-2011-59510,18-03-2020,23-03-2020,Critical,Regular Air,Darren Koutras,Consumer,Meerut,Uttar Pradesh,North,OFF-EN-10001975,Office Supplies,Envelopes,"Kraft Business Envelopes, Security-Tint",Medium Box,49.32,3,0,6.39,3.09
1095,IN-2014-61414,16-01-2023,23-01-2023,Not Specified,Delivery Truck,Jennifer Jackson,Consumer,Kolhapur,Maharashtra,West,OFF-LA-10004738,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Alphabetical",Medium Box,32.31,3,0,12.6,3.33
1096,IN-2014-45426,07-04-2023,11-04-2023,Low,Regular Air,Lisa DeCherney,Consumer,Kukatpalli,Telangana,South,OFF-LA-10002806,Office Supplies,Labels,"Novimex Shipping Labels, 5000 Label Set",Medium Box,34.11,3,0,16.65,3.09
1097,IN-2014-45426,07-04-2023,11-04-2023,Low,Regular Air,Lisa DeCherney,Consumer,Kukatpalli,Telangana,South,OFF-FA-10000197,Office Supplies,Fasteners,"Stockwell Push Pins, Metal",Jumbo Drum,43.47,3,0,18.63,4.31
1098,IN-2011-78823,15-09-2020,20-09-2020,Not Specified,Express Air,Max Engle,Consumer,Raipur,Chhattisgarh,Central,OFF-FA-10004813,Office Supplies,Fasteners,"Stockwell Rubber Bands, Bulk Pack",Jumbo Drum,49.59,3,0,12.33,3
1099,IN-2011-61372,28-09-2020,02-10-2020,Not Specified,Regular Air,Tom Boeckenhauer,Consumer,Delhi,Delhi,North,OFF-FA-10001246,Office Supplies,Fasteners,"OIC Staples, Metal",Jumbo Drum,34.38,3,0,16.47,2.72
1100,IN-2011-78823,15-09-2020,20-09-2020,Medium,Regular Air,Max Engle,Consumer,Raipur,Chhattisgarh,Central,OFF-FA-10003218,Office Supplies,Fasteners,"Advantus Push Pins, Assorted Sizes",Jumbo Drum,35.64,3,0,14.58,2.68
1101,IN-2013-49577,22-07-2022,26-07-2022,High,Regular Air,Sam Craven,Consumer,Delhi,Delhi,North,OFF-FA-10004795,Office Supplies,Fasteners,"Advantus Paper Clips, Assorted Sizes",Jumbo Drum,34.2,3,0,0.27,0.86
1102,IN-2012-43291,27-11-2021,03-12-2021,Medium,Regular Air,Giulietta Baptist,Consumer,Bilaspur,Chhattisgarh,Central,OFF-SU-10001686,Office Supplies,Supplies,"Kleencut Trimmer, Easy Grip",Wrap Bag,129.15,3,0,23.22,12.47
1103,IN-2014-21143,25-09-2023,29-09-2023,Low,Regular Air,Dan Campbell,Consumer,Kanpur,Uttar Pradesh,North,OFF-SU-10000969,Office Supplies,Supplies,"Fiskars Box Cutter, Serrated",Wrap Bag,96.66,3,0,3.78,9.49
1104,IN-2014-21143,25-09-2023,29-09-2023,High,Regular Air,Dan Campbell,Consumer,Kanpur,Uttar Pradesh,North,OFF-SU-10000789,Office Supplies,Supplies,"Kleencut Box Cutter, Serrated",Wrap Bag,94.05,3,0,33.84,8.37
1105,IN-2014-40764,27-03-2023,02-04-2023,High,Delivery Truck,Richard Bierner,Consumer,Korba,Chhattisgarh,Central,OFF-SU-10000932,Office Supplies,Supplies,"Elite Shears, Steel",Wrap Bag,139.23,3,0,5.49,8.21
1106,IN-2014-65992,18-11-2023,22-11-2023,Critical,Regular Air,Corey-Lock,Consumer,Bangalore,Karnataka,South,OFF-SU-10000062,Office Supplies,Supplies,"Stiletto Scissors, High Speed",Wrap Bag,70.83,3,0,1.35,6.54
1107,IN-2013-67014,08-11-2022,13-11-2022,Critical,Regular Air,Janet Lee,Consumer,Rajkot,Gujarat,West,OFF-SU-10003723,Office Supplies,Supplies,"Elite Shears, High Speed",Wrap Bag,141.03,3,0,28.17,5.19
1108,IN-2014-36627,22-08-2023,26-08-2023,Critical,Delivery Truck,Juliana Krohn,Consumer,Ajmer,Rajasthan,North,OFF-SU-10000914,Office Supplies,Supplies,"Kleencut Scissors, Serrated",Wrap Bag,56.97,3,0,11.34,5.06
